danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,time_signature,popularity,release_date,track_title,track_artist,playlist_id,playlist_name,id
0.358,0.284,-8.285,0.0285,0.805,0.0,0.183,0.276,99.796,7,1,180853,3,85,2022-12-09,Nobody Gets Me,SZA,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,5Y35SjAfXjjG0sFQ3KOxmm
0.637,0.643,-6.571,0.0519,0.13,1.8e-06,0.142,0.533,97.008,4,1,200690,4,97,2022-10-21,Anti-Hero,Taylor Swift,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,0V3wPSX9ygBnCm8psDIegu
0.714,0.472,-7.375,0.0864,0.013,4.51e-06,0.266,0.238,131.121,2,1,156943,4,100,2022-09-22,Unholy (feat. Kim Petras),Sam Smith,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,3nqQXoyQOWXiESFLlDF1hG
0.78,0.689,-5.668,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,7,1,225389,4,93,2022-07-29,CUFF IT,Beyoncé,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,1xzi1Jcr7mEi9K2RfzLOqS
0.715,0.62,-6.005,0.0484,0.417,0.0,0.0822,0.172,97.95,1,0,221520,4,89,2022-12-02,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,2dHHgzDwk4BJdRwy9uXhTO
0.801,0.806,-5.206,0.0381,0.382,0.000669,0.114,0.802,106.999,11,1,239318,4,93,2022-08-25,Calm Down (with Selena Gomez),Rema,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,0WtM2NBVQNNJLh6scP13H8
0.838,0.525,-3.562,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,10,1,134256,4,94,2022-10-21,Made You Look,Meghan Trainor,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,0QHEIqNKsMoOY5urbzN48u
0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,6,0,167303,4,93,2022-03-31,As It Was,Harry Styles,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,4LRPiXqCikLlN15c3yImP7
0.65,0.715,-5.198,0.253,0.0993,0.000291,0.126,0.187,106.672,5,0,243717,4,95,2022-05-06,Tití Me Preguntó,Bad Bunny,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,1IHWl5LamUGEuP4ozKQSXZ
0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,7,0,175238,4,97,2022-08-26,I'm Good (Blue),David Guetta,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,4uUG5RXrOk84mYEfFvj3cK
0.561,0.52,-9.342,0.244,0.0503,1.86e-06,0.355,0.424,153.15,11,0,239360,3,96,2022-11-04,Rich Flex,Drake,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,1bDbXMyjaUIooNwFE9wn0N
0.733,0.67,-6.009,0.0751,0.121,0.0,0.121,0.472,100.964,5,1,192841,4,89,2022-06-03,I Like You (A Happier Song) (with Doja Cat),Post Malone,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,0O6u0VJ46W86TxN9wgyqDj
0.587,0.742,-6.64,0.0529,0.0128,0.00107,0.146,0.199,145.007,6,0,206000,4,94,2022-08-05,Miss You,Oliver Tree,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,73vIOb4Q7YN6HeJTbscRx5
0.71,0.879,-4.218,0.0422,0.158,0.00142,0.439,0.341,114.993,0,1,201391,4,92,2022-11-20,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,1RDvyOk4WtPCtoqciJwVn8
0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,0,1,148486,4,95,2022-05-13,I Ain't Worried,OneRepublic,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,4h9wh7iOZ0GGn8QVp4RAOB
0.733,0.436,-10.489,0.08,0.258,0.000573,0.157,0.0976,96.985,10,1,202396,4,90,2022-10-21,Lavender Haze,Taylor Swift,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,5jQI2r1RdgtuT8S3iG8zFC
0.824,0.453,-9.604,0.0968,0.146,0.0273,0.0896,0.552,119.959,3,0,181831,4,90,2022-10-28,Shirt,SZA,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,34ZAzO78a5DAVNrYIGWcPm
0.515,0.593,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467,4,1,209260,3,89,2022-09-23,golden hour,JVKE,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,5odlY52u43F5BjByhxg7wg
0.835,0.679,-5.329,0.0364,0.583,1.98e-06,0.218,0.85,124.98,7,0,162638,4,97,2022-05-26,La Bachata,Manuel Turizo,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,5ww2BF9slyYgNOk37BlC4u
0.714,0.728,-4.595,0.0468,0.298,0.0,0.106,0.901,114.996,10,1,177955,4,90,2022-05-20,Late Night Talking,Harry Styles,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,1qEmFfgcLObUfQm0j1W2CK
0.247,0.299,-6.083,0.0315,0.899,0.0,0.131,0.172,177.115,9,1,196520,4,90,2022-10-28,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,35ovElsgyAtQwYPYnZJECg
0.538,0.742,-5.355,0.114,0.138,4.67e-05,0.0934,0.25,96.107,2,1,272373,4,86,2022-10-12,Escapism.,RAYE,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,5Z2MiIZ5I3jJvvmeWMLbOQ
0.637,0.715,-4.971,0.0455,0.148,0.0,0.0892,0.308,141.872,2,0,210576,4,90,2022-09-22,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,38T0tPVZHcPZyhtOcCP7pF
0.733,0.69,-5.529,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,9,0,184613,4,95,2019-10-04,Under The Influence,Chris Brown,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,5IgjP7X4th6nMNDh4akUHb
0.887,0.234,-14.52,0.178,0.111,0.67,0.13,0.197,140.02,9,1,196800,4,79,2022-12-01,La Jumpa,Arcángel,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,2mnXxnrX5vCGolNkaFvVeM
0.773,0.742,-3.678,0.046,0.0206,0.0,0.0754,0.571,114.071,5,0,165265,4,89,2022-03-11,Bones,Imagine Dragons,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,0HqZX76SFLDz2aW8aiqi7G
0.369,0.192,-12.151,0.04,0.555,8.35e-06,0.0954,0.148,175.212,4,0,228013,3,89,2022-04-22,Something in the Orange,Zach Bryan,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,3WMj8moIAXJhHsyLaqIIHI
0.565,0.636,-8.198,0.0638,0.107,9.9e-06,0.447,0.525,170.01,0,1,179551,4,93,2022-03-19,SNAP,Rosa Linn,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,76OGwb5RA9h4FxQPT33ekc
0.801,0.601,-7.574,0.255,0.0777,3.23e-05,0.145,0.74,159.969,8,0,182907,4,87,2022-05-06,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,0hquQWY3xvYqN4qtiquniF
0.574,0.469,-8.209,0.0254,0.534,9.21e-05,0.128,0.288,132.023,4,1,242485,4,91,2022-09-22,Here With Me,d4vd,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,78Sw5GDo6AlGwTwanjXbGh
0.686,0.507,-7.097,0.0357,0.626,7.51e-05,0.383,0.69,168.955,1,1,232115,4,90,2022-06-29,Bad Habit,Steve Lacy,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,5CM4UuQ9Gnd6K2YyKGPMoK
0.836,0.743,-6.305,0.0656,0.0995,0.0,0.335,0.722,108.966,10,0,191822,4,86,2022-04-14,About Damn Time,Lizzo,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,1PckUlxKqWQs3RlWXVBLw3
0.696,0.793,-5.733,0.097,0.0683,3.78e-06,0.18,0.698,120.003,8,1,172253,4,86,2022-11-03,10:35,Tiësto,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,6BePGk3eCan4FqaW2X8Qy3
0.539,0.508,-6.05,0.0288,0.727,0.0,0.174,0.227,101.358,10,1,177720,3,89,2021-09-01,Until I Found You,Stephen Sanchez,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,0T5iIrXA4p5GsubkhuBIKV
0.472,0.518,-7.379,0.051,0.383,0.127,0.289,0.154,147.805,8,1,211667,4,90,2022-11-04,Die For You,Joji,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,26hOm7dTtBi0TdpDGl141t
0.486,0.545,-7.924,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,11,1,123891,4,90,2022-10-17,Just Wanna Rock,Lil Uzi Vert,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,4FyesJzVpA39hbYvcseO2d
0.95,0.891,-2.653,0.241,0.0645,1.77e-05,0.309,0.912,133.01,2,1,170977,4,87,2022-08-12,Super Freaky Girl,Nicki Minaj,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,4C6Uex2ILwJi9sZXRdmqXp
0.881,0.592,-4.898,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,2,1,154487,4,87,2022-06-24,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,0mBP9X2gPCuapvpZ7TGDk3
0.325,0.59,-3.943,0.0495,0.0686,0.0,0.104,0.278,180.449,4,1,235752,3,80,2022-12-02,Pointless,Lewis Capaldi,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,4JBiO7wRnE6ueszEUpo347
0.591,0.764,-5.484,0.0483,0.0383,0.0,0.103,0.478,169.928,1,1,141806,4,88,2021-07-09,STAY (with Justin Bieber),The Kid LAROI,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,5HCyWlXZPP0y6Gqq8TgA20
0.697,0.336,-10.395,0.0424,0.598,0.00528,0.107,0.31,82.029,9,1,216680,3,87,2022-04-08,Evergreen (You Didn’t Deserve Me At All),Omar Apollo,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,2TktkzfozZifbQhXjT6I33
0.919,0.623,-6.521,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,7,1,157018,4,91,2022-07-28,DESPECHÁ,ROSALÍA,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,5ildQOEKmJuWGl2vRkFdYc
0.463,0.642,-4.474,0.34,0.314,0.0,0.0686,0.339,83.389,1,1,189893,4,88,2022-04-29,WAIT FOR U (feat. Drake & Tems),Future,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,59nOXPmaKlBfGMDeOVGrIK
0.667,0.75,-4.602,0.0906,0.0746,0.000198,0.197,0.486,126.041,0,1,202246,4,86,2022-08-26,Hold Me Closer,Elton John,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,72yP0DUlWPyH8P7IoxskwN
0.4,0.641,-6.303,0.0674,0.214,0.0,0.0656,0.393,81.552,8,1,163603,4,87,2022-08-31,How Do I Say Goodbye,Dean Lewis,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,5hnGrTBaEsdukpDF6aZg8a
0.519,0.595,-5.001,0.0283,0.00151,0.0,0.0762,0.237,129.786,2,1,247067,4,87,2022-10-07,THE LONELIEST,Måneskin,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,1Ame8XTX6QHY0l0ahqUhgv
0.621,0.782,-5.548,0.044,0.0125,0.033,0.23,0.55,128.033,2,1,198938,4,97,2022-07-06,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,2tTmW7RDtMQtBk7m2rYeSw
0.851,0.819,-5.173,0.212,0.337,0.000153,0.0658,0.903,83.154,7,1,164041,3,84,2022-11-18,Down In Atlanta,Pharrell Williams,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,5unjCay0kUjuej5ebn4nS4
0.911,0.573,-7.43,0.288,0.38,0.0,0.403,0.972,140.04,6,1,97393,4,89,2022-07-21,Doja,Central Cee,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,3LtpKP5abr2qqjunvjlX5i
0.82,0.686,-5.102,0.038,0.00412,0.0,0.184,0.668,110.058,0,1,175889,3,83,2022-09-16,Shut Down,BLACKPINK,37i9dQZF1DXcBWIGoYBM5M,Today's Top Hits,0ARKW62l9uWIDYMZTUmJHF
0.336,0.627,-7.463,0.0384,0.164,0.0,0.0708,0.35,150.273,7,1,241107,4,96,1994-10-28,All I Want for Christmas Is You,Mariah Carey,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,0bYg9bo50gSsH3LtXe2SQn
0.644,0.735,-5.747,0.0391,0.0521,0.144,0.161,0.418,88.98,8,1,153947,4,67,2022-12-08,Kill Bill,SZA,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,1Qrg8KqiBpW07V7PNxwwwL
0.714,0.472,-7.375,0.0864,0.013,4.51e-06,0.266,0.238,131.121,2,1,156943,4,100,2022-09-22,Unholy (feat. Kim Petras),Sam Smith,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,3nqQXoyQOWXiESFLlDF1hG
0.735,0.478,-12.472,0.0293,0.189,2.48e-06,0.355,0.947,107.682,2,1,262960,4,93,1984-11-29,Last Christmas,Wham!,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,2FRnf9qhLbvw8fu4IBXx78
0.715,0.62,-6.005,0.0484,0.417,0.0,0.0822,0.172,97.95,1,0,221520,4,89,2022-12-02,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,2dHHgzDwk4BJdRwy9uXhTO
0.589,0.472,-8.749,0.0502,0.614,0.0,0.505,0.898,67.196,8,1,126267,4,95,1964-10-19,Rockin' Around The Christmas Tree,Brenda Lee,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,2EjXfH91m7f8HiJN1yQg97
0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,6,0,167303,4,92,2022-05-20,As It Was,Harry Styles,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,4Dvkj6JhhA12EX05fT7y2e
0.754,0.424,-8.463,0.0363,0.643,0.0,0.0652,0.806,119.705,2,1,130973,4,93,1957-12-02,Jingle Bell Rock,Bobby Helms,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,7vQbuQcyTflfCIOu3Uzzya
0.358,0.284,-8.285,0.0285,0.805,0.0,0.183,0.276,99.796,7,1,180853,3,85,2022-12-09,Nobody Gets Me,SZA,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,5Y35SjAfXjjG0sFQ3KOxmm
0.835,0.679,-5.329,0.0364,0.583,1.98e-06,0.218,0.85,124.98,7,0,162638,4,97,2022-05-26,La Bachata,Manuel Turizo,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,5ww2BF9slyYgNOk37BlC4u
0.637,0.643,-6.571,0.0519,0.13,1.8e-06,0.142,0.533,97.008,4,1,200690,4,97,2022-10-21,Anti-Hero,Taylor Swift,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,0V3wPSX9ygBnCm8psDIegu
0.339,0.214,-11.714,0.0375,0.908,7.47e-06,0.341,0.363,94.775,4,1,206640,3,80,2011-10-14,It's Beginning to Look a Lot like Christmas,Michael Bublé,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,0lLdorYw7lVrJydTINhWdI
0.887,0.234,-14.52,0.178,0.111,0.67,0.13,0.197,140.02,9,1,196800,4,79,2022-12-01,La Jumpa,Arcángel,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,2mnXxnrX5vCGolNkaFvVeM
0.561,0.965,-3.673,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,7,0,175238,4,97,2022-08-26,I'm Good (Blue),David Guetta,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,4uUG5RXrOk84mYEfFvj3cK
0.621,0.782,-5.548,0.044,0.0125,0.033,0.23,0.55,128.033,2,1,198938,4,97,2022-07-06,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,2tTmW7RDtMQtBk7m2rYeSw
0.525,0.621,-7.364,0.116,0.0489,0.0,0.294,0.591,191.9,7,1,204093,4,93,2014-11-24,Santa Tell Me,Ariana Grande,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,0lizgQ7Qw35od7CYaoMBZb
0.561,0.52,-9.342,0.244,0.0503,1.86e-06,0.355,0.424,153.15,11,0,239360,3,96,2022-11-04,Rich Flex,Drake,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,1bDbXMyjaUIooNwFE9wn0N
0.234,0.526,-11.656,0.0411,0.871,2.34e-06,0.122,0.649,201.739,2,1,151000,3,77,1963,It's the Most Wonderful Time of the Year,Andy Williams,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,1IcR6RlgvDczfvoWJSSY2A
0.848,0.512,-7.72,0.102,0.228,0.00232,0.0879,0.572,120.009,3,0,181840,4,79,2022-12-09,Shirt,SZA,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,2wSTnntOPRi7aQneobFtU4
0.838,0.525,-3.562,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,10,1,134256,4,94,2022-10-21,Made You Look,Meghan Trainor,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,0QHEIqNKsMoOY5urbzN48u
0.911,0.712,-5.105,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,1,0,178567,4,96,2022-05-06,Me Porto Bonito,Bad Bunny,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,6Sq7ltF9Qa7SNFBsV5Cogx
0.461,0.279,-11.776,0.0373,0.911,0.0,0.205,0.599,114.225,9,0,150720,4,83,2022-12-09,Blind,SZA,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,2CSRrnOEELmhpq8iaAi9cd
0.442,0.538,-8.55,0.0451,0.717,2.95e-05,0.09,0.139,122.758,4,0,244360,4,67,2013-06-17,Another Love,Tom Odell,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,7jtQIBanIiJOMS6RyCx6jZ
0.451,0.24,-14.014,0.0351,0.912,2.45e-06,0.175,0.701,134.009,1,1,117147,4,92,1959-01-01,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,2uFaJJtFpPDc5Pa95XzTvg
0.733,0.69,-5.529,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,9,0,184613,4,95,2019-10-04,Under The Influence,Chris Brown,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,5IgjP7X4th6nMNDh4akUHb
0.698,0.546,-7.234,0.0559,0.425,0.00314,0.16,0.335,145.044,0,0,181080,4,83,2022-12-09,Low,SZA,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,2GAhgAjOhEmItWLfgisyOn
0.901,0.589,-6.713,0.289,0.00302,0.000237,0.0992,0.399,98.002,1,0,196600,4,91,2022-10-07,Hey Mor,Ozuna,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,1zsPaEkglFvxjAhrM8yhpr
0.65,0.715,-5.198,0.253,0.0993,0.000291,0.126,0.187,106.672,5,0,243717,4,95,2022-05-06,Tití Me Preguntó,Bad Bunny,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,1IHWl5LamUGEuP4ozKQSXZ
0.591,0.637,-6.365,0.03,0.0107,1.95e-06,0.113,0.432,99.998,9,0,244760,4,78,2011-01-01,Bloody Mary,Lady Gaga,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,11BKm0j4eYoCPPpCONAVwA
0.586,0.525,-7.163,0.0615,0.111,0.0,0.134,0.508,133.629,1,0,260253,4,88,2016-11-24,Die For You,The Weeknd,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,2LBqCSwhJGcFQeTHMVGwy3
0.526,0.606,-5.3,0.259,0.152,2.36e-06,0.194,0.492,116.622,5,0,182667,4,85,2022-12-02,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,0vjeOZ3Ft5jvAi9SBFJm1j
0.514,0.818,-9.642,0.0451,0.406,1.93e-06,0.299,0.967,148.733,2,1,182307,4,79,2001,Feliz Navidad,José Feliciano,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,3qCeq0rWK67SoBDgFd2sId
0.704,0.797,-5.927,0.0475,0.0826,0.000745,0.0546,0.825,139.994,0,1,148486,4,95,2022-05-13,I Ain't Worried,OneRepublic,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,4h9wh7iOZ0GGn8QVp4RAOB
0.716,0.512,-6.257,0.0331,0.483,0.0,0.0928,0.326,104.957,1,1,165907,3,90,2018-11-01,Snowman,Sia,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,7uoFMmxln0GPXQ0AcCBXRq
0.515,0.593,-4.801,0.0322,0.653,0.162,0.25,0.153,94.467,4,1,209260,3,89,2022-09-23,golden hour,JVKE,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,5odlY52u43F5BjByhxg7wg
0.509,0.812,-5.438,0.0537,0.0013,1.99e-05,0.214,0.689,159.876,8,1,229640,4,88,2013-10-25,Underneath the Tree,Kelly Clarkson,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,3nAp4IvdMPPWEH9uuXFFV5
0.801,0.806,-5.206,0.0381,0.382,0.000669,0.114,0.802,106.999,11,1,239318,4,93,2022-08-25,Calm Down (with Selena Gomez),Rema,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,0WtM2NBVQNNJLh6scP13H8
0.587,0.742,-6.64,0.0529,0.0128,0.00107,0.146,0.199,145.007,6,0,206000,4,94,2022-08-05,Miss You,Oliver Tree,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,73vIOb4Q7YN6HeJTbscRx5
0.637,0.678,-3.798,0.266,0.209,0.0,0.156,0.254,84.039,0,1,250760,4,92,2004-11-12,Mockingbird,Eminem,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,561jH07mF1jHuk7KlaeF0s
0.647,0.465,-8.308,0.0428,0.865,0.0,0.0882,0.699,151.251,7,1,119787,4,80,2011-10-14,Holly Jolly Christmas,Michael Bublé,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,6tjituizSxwSmBB5vtgHZE
0.651,0.647,-5.415,0.0654,0.437,0.175,0.205,0.345,152.069,1,1,203733,4,82,2022-12-09,Seek & Destroy,SZA,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,6eT2V7nKXyMf47TwPbtgAD
0.464,0.417,-9.345,0.0256,0.136,0.022,0.0974,0.479,67.528,0,0,183956,4,93,2013-09-09,I Wanna Be Yours,Arctic Monkeys,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,5XeFesFbtLpXzIVDNQP22n
0.707,0.261,-10.139,0.0784,0.853,0.0,0.127,0.545,65.038,9,0,183893,4,82,2022-12-09,Love Language,SZA,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,1eIXYZWEfJO3Na2LCCnIJE
0.551,0.55,-5.339,0.0286,0.777,0.0,0.202,0.342,101.19,10,1,176440,3,87,2022-04-22,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,1Y3LN4zO1Edc2EluIoSPJN
0.801,0.475,-8.797,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,7,0,213061,4,94,2022-05-06,Efecto,Bad Bunny,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,5Eax0qFko2dh7Rl2lYs3bx
0.538,0.742,-5.355,0.114,0.138,4.67e-05,0.0934,0.25,96.107,2,1,272373,4,73,2022-11-25,Escapism.,RAYE,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,5WxVXxCMRnvxUKFq40ELwq
0.647,0.686,-5.745,0.0413,0.08,1.34e-06,0.528,0.268,79.928,3,0,258299,4,94,2022-05-06,Ojitos Lindos,Bad Bunny,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,3k3NWokhRRkEPhCzPmV8TW
0.571,0.544,-10.613,0.0299,0.453,0.00805,0.322,0.216,132.052,6,1,132631,4,94,2022-07-20,Romantic Homicide,d4vd,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,1xK59OXxi2TAAAbmZK0kBL
0.574,0.469,-8.209,0.0254,0.534,9.21e-05,0.128,0.288,132.023,4,1,242485,4,91,2022-09-22,Here With Me,d4vd,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,78Sw5GDo6AlGwTwanjXbGh
0.686,0.494,-7.093,0.0355,0.613,5.8e-05,0.402,0.7,168.946,1,1,232067,4,88,2022-07-15,Bad Habit,Steve Lacy,37i9dQZEVXbMDoHDwVN2tF,Top 50 - Global,4k6Uh1HXdhtusDW5y8Gbvy
0.526,0.606,-5.3,0.259,0.152,2.36e-06,0.194,0.492,116.622,5,0,182667,4,85,2022-12-02,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0vjeOZ3Ft5jvAi9SBFJm1j
0.87,0.506,-9.415,0.432,0.0901,0.0,0.145,0.347,137.921,2,1,187826,4,68,2022-12-08,Quickie,Moneybagg Yo,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,3084aAzars6DR26nCWO9Ep
0.493,0.613,-6.636,0.414,0.0393,0.0,0.128,0.373,156.104,1,1,197692,4,74,2022-12-09,My All,Polo G,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,2UQ2oUbHiB8wWYCE42JX0k
0.823,0.636,-7.239,0.0612,0.0168,0.0,0.108,0.5,151.978,11,0,205893,4,69,2022-12-09,Hanging With Wolves,Lil Durk,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,1a7tOEheXeaSNathZW4Gzk
0.855,0.603,-5.488,0.284,0.0392,0.0,0.105,0.494,129.976,0,1,206769,4,71,2022-12-09,Water (Drowning Pt. 2) [feat. Kodak Black],A Boogie Wit da Hoodie,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,6yDPFrHZLQbQa9Itd2J4Gp
0.561,0.52,-9.342,0.244,0.0503,1.86e-06,0.355,0.424,153.15,11,0,239360,3,96,2022-11-04,Rich Flex,Drake,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,1bDbXMyjaUIooNwFE9wn0N
0.696,0.708,-4.737,0.0438,0.000113,0.0,0.444,0.287,142.026,9,1,168161,4,68,2022-11-11,Hell Yeah,SoFaygo,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,3QHGfxhjexLaMKGHXagfRs
0.671,0.658,-5.567,0.309,0.189,8.66e-05,0.147,0.257,87.933,2,1,207307,4,82,2022-12-02,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Metro Boomin,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,4WuOWVnAqvEQxgSRrspBgt
