danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,time_signature,popularity,release_date,track_title,track_artist,playlist_id,playlist_name,id
0.743,0.675,-4.267,0.0953,0.0251,0.000717,0.0685,0.59,92.909,8,0,214400,4,79,1999-02-23,No Scrubs,TLC,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,1KGi9sZVMeszgZOWivFpxs
0.674,0.789,-6.903,0.0676,0.00178,0.00708,0.0753,0.918,129.802,8,1,121160,4,79,1997-02-10,Song 2 - 2012 Remaster,Blur,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,1FTSo4v6BOZH9QxKc3MbVM
0.391,0.951,-7.419,0.0692,0.0126,0.000378,0.0878,0.468,157.66,6,1,148360,4,79,1999-06-01,What's My Age Again?,blink-182,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,4LJhJ6DQS7NwE7UKtvcM52
0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,0,1,215907,4,80,1999-06-08,Scar Tissue,Red Hot Chili Peppers,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,1G391cbiT3v3Cywg8T7DM1
0.452,0.524,-10.108,0.0351,0.315,0.0,0.103,0.246,151.505,0,1,312360,4,79,1990-01-01,Wind Of Change,Scorpions,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,3ovjw5HZZv43SxTwApooCM
0.256,0.641,-10.283,0.0552,0.199,0.0329,0.0853,0.382,203.006,1,1,281160,4,79,1993-09-21,Heart-Shaped Box,Nirvana,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,11LmqTE2naFULdEP94AUBa
0.496,0.739,-7.193,0.0415,0.0211,0.00444,0.106,0.378,132.41,6,1,336000,4,79,1991-09-18,Knockin' On Heaven's Door,Guns N' Roses,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,4JiEyzf0Md7KEFFGWDDdCr
0.42,0.33,-13.925,0.0275,0.245,0.000679,0.0677,0.175,157.143,9,1,295600,3,79,1993-10-05,Fade Into You,Mazzy Star,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,1LzNfuep1bnAUR9skqdHCK
0.731,0.867,-5.881,0.032,0.0395,0.0,0.0861,0.776,104.019,11,1,200373,4,78,1999-06-08,All Star,Smash Mouth,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,3cfOd4CMv2snFaKAnMdnvK
0.853,0.606,-4.596,0.0713,0.0561,0.0,0.313,0.654,94.759,0,1,227600,4,78,2000-08-08,It Wasn't Me,Shaggy,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,3WkibOpDF7cQ5xntM1epyf
0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,1,1,301920,4,79,1991-09-26,Smells Like Teen Spirit,Nirvana,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,5ghIJDpPoe3CfHMGu71E6T
0.663,0.296,-18.09,0.0294,0.68,0.00837,0.0879,0.359,112.306,9,1,289067,4,78,1989-06-13,Wicked Game,Chris Isaak,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,7w5AOd6HrDIHewHfpABEss
0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229,0,1,255373,4,80,1999-06-08,Otherside,Red Hot Chili Peppers,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,64BbK9SFKH2jk86U3dGj2P
0.456,0.59,-8.638,0.0327,0.00182,0.00379,0.104,0.243,124.635,11,1,283733,4,79,1991-09-17,Don't Cry (Original),Guns N' Roses,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,2N2yrmodOnVF10mKvItC9P
0.526,0.749,-6.964,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,3,1,208680,4,78,1997-11-22,Kiss Me,Sixpence None The Richer,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,754kgU5rWscRTfvlsuEwFp
0.867,0.646,-4.674,0.288,0.303,0.0,0.279,0.67,88.634,1,0,304600,4,78,1996-09-09,No Diggity,Blackstreet,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,6MdqqkQ8sSC0WB4i8PyRuQ
0.578,0.817,-6.542,0.0363,0.183,3.06e-06,0.285,0.726,141.621,0,1,272293,4,77,1993-01-01,Mr. Jones,Counting Crows,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,5DiXcVovI0FcY2s0icWWUu
0.585,0.494,-8.751,0.0353,0.363,0.0,0.0886,0.634,133.822,3,1,212200,4,77,1997-11-04,You're Still The One,Shania Twain,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,1wb4P4F0sxAQ2KXrRvsx6n
0.704,0.861,-4.221,0.0493,0.587,0.0615,0.0992,0.636,128.99,2,0,213394,4,77,1997-11-17,Freed From Desire,Gala,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,3u5N55tHf7hXATSQrjBh2q
0.682,0.765,-5.021,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,1,0,182747,4,77,1996-07-30,Santeria,Sublime,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,2hnMS47jN0etwvFPzYk11f
0.765,0.29,-17.117,0.139,0.0279,0.0,0.571,0.506,92.409,4,0,298773,4,77,1996-02-13,Killing Me Softly With His Song,Fugees,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,0Q0IVlqMV64kNLlwjPj0Hl
0.332,0.214,-12.518,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,4,1,271093,4,77,1992-11-17,I Will Always Love You,Whitney Houston,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,4eHbdreAnSOrDDsFfc4Fpm
0.35,0.828,-5.373,0.041,0.000217,0.000161,0.0774,0.147,105.435,6,1,318587,4,77,1994-03-09,Black Hole Sun,Soundgarden,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,2EoOZnxNgtmZaD8uUmz2nD
0.767,0.787,-9.897,0.0331,0.0163,0.583,0.0513,0.964,126.879,3,1,266200,4,77,1995,1979 - Remastered 2012,The Smashing Pumpkins,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,5QLHGv0DfpeXLNFo7SFEy1
0.869,0.68,-6.233,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,1,1,268400,4,77,1999-02-23,My Name Is,Eminem,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,75IN3CtuZwTHTnZvYM4qnJ
0.475,0.432,-7.844,0.0302,0.183,0.0,0.161,0.648,94.605,7,1,153467,4,77,1997-10-14,Good Riddance (Time of Your Life),Green Day,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,6ORqU0bHbVCRjXm9AjyHyZ
0.52,0.709,-7.125,0.0352,0.247,1.78e-05,0.18,0.536,76.039,5,0,263560,4,77,1995-10-10,Don't Speak,No Doubt,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,6urCAbunOQI4bLhmGpX7iS
0.657,0.639,-7.527,0.0412,0.581,0.0,0.278,0.674,124.882,10,1,234493,4,77,1997-11-04,Man! I Feel Like A Woman!,Shania Twain,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,6sxptembJVty4sNtcPMAVz
0.375,0.893,-4.097,0.0406,0.000509,0.0,0.187,0.434,174.323,2,1,258773,4,77,1995,Wonderwall - Remastered,Oasis,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,7ygpwy2qP3NbrxVkHvUhXY
0.652,0.917,-6.72,0.0548,0.0082,0.0,0.0509,0.459,132.975,6,1,239027,4,77,1998,Believe,Cher,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,2goLsvvODILDzeeiT4dAoR
0.465,0.919,-4.025,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,4,1,235293,4,77,1999-11-02,Learn to Fly,Foo Fighters,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,5OQsiBsky2k2kDKy2bX2eT
0.5,0.824,-5.846,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4,0,218920,4,77,1991-09-26,Come As You Are,Nirvana,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,4P5KoWXOxwuobLmHXLMobV
0.488,0.862,-7.595,0.0476,0.0204,0.0,0.359,0.706,104.56,0,1,257827,4,77,1994-04-08,Self Esteem,The Offspring,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,1FkoVC85Ds3mFoK0fVqEqP
0.392,0.534,-8.793,0.0369,0.245,0.00104,0.155,0.325,181.305,0,1,276187,4,76,1991-11-18,One,U2,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,3G69vJMWsX6ZohTykad2AU
0.394,0.944,-6.506,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,10,0,292581,4,76,1991-08-27,Even Flow,Pearl Jam,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,6QewNVIDKdSl8Y3ycuHIei
0.566,0.834,-8.412,0.0298,0.00277,0.008,0.0625,0.621,123.296,6,0,331560,4,76,1991-08-12,Enter Sandman (Remastered),Metallica,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,3VqHuw0wFlIHcIPWkhIbdQ
0.622,0.807,-6.752,0.408,0.103,0.0,0.306,0.892,174.06,5,0,220293,4,76,1999-07-19,Mambo No. 5 (a Little Bit of...),Lou Bega,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,6x4tKaOzfNJpEJHySoiJcs
0.531,0.909,-4.236,0.034,0.0175,0.0,0.231,0.814,97.546,11,1,178000,4,76,1994-02-01,When I Come Around,Green Day,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,1Dr1fXbc2IxaK1Mu8P8Khz
0.439,0.434,-14.918,0.0265,0.0783,4.87e-05,0.14,0.204,94.845,7,1,274707,4,76,1993-03-01,Linger,The Cranberries,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,0gEyKnHvgkrkBM6fbeHdwK
0.36,0.501,-9.129,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,7,1,264067,4,76,1997-05-28,Karma Police,Radiohead,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,63OQupATfueTdZMWTxW03A
0.483,0.753,-8.937,0.0832,0.425,0.000142,0.257,0.42,115.102,1,0,261093,4,76,1994-11-01,The Man Who Sold The World,Nirvana,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,15VRO9CQwMpbqUYA7e6Hwg
0.284,0.875,-6.069,0.0422,0.00752,0.000461,0.402,0.595,75.009,11,0,340907,4,76,1991-08-27,Alive,Pearl Jam,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,1L94M3KIu7QluZe63g64rv
0.383,0.659,-5.558,0.0312,0.117,0.0,0.0778,0.327,140.795,4,1,353027,4,76,1994-10-18,Always,Bon Jovi,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,2RChe0r2cMoyOvuKobZy44
0.671,0.882,-6.149,0.0552,0.00181,0.667,0.285,0.787,136.955,8,0,214883,4,76,2000-10-01,Better Off Alone,Alice Deejay,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,5XVjNRubJUW0iPhhSWpLCj
0.398,0.927,-4.212,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,9,1,260027,4,75,1997-05-20,My Hero,Foo Fighters,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,4dVbhS6OiYvFikshyaQaCN
0.404,0.72,-9.18,0.0623,5.59e-05,0.836,0.0466,0.475,121.864,10,0,258467,4,75,1995,Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,6GtX0jaNL8IjVQfrDBx81z
0.389,0.476,-9.342,0.0316,0.619,5.09e-05,0.255,0.566,148.117,9,1,217107,4,75,1992-01-01,No Rain,Blind Melon,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,6txWz9UapYHVxEd7dDIHXT
0.37,0.866,-3.879,0.0384,0.0868,0.0,0.137,0.427,162.086,6,0,316693,3,75,1993-01-01,Crazy,Aerosmith,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,74irxdVWstNlEQjsvArITq
0.663,0.477,-8.839,0.0414,0.644,0.0,0.122,0.643,143.173,1,1,191027,4,75,1995-01-01,Lemon Tree,Fools Garden,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,1yr9HpAu3prvxmq783ZELn
0.419,0.383,-11.782,0.0256,0.0724,0.0176,0.0896,0.35,87.568,4,1,257480,4,75,1995-03-13,High and Dry,Radiohead,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,2a1iMaoWQ5MnvLFBDv4qkf
0.812,0.879,-10.998,0.0397,0.0167,0.224,0.366,0.962,129.991,1,0,197960,4,75,1997-01-01,Barbie Girl,Aqua,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,5ZrDlcxIDZyjOzHdYW1ydr
0.619,0.67,-10.322,0.0353,0.00165,0.0109,0.331,0.777,129.269,11,0,211933,4,75,1993-03-09,Are You Gonna Go My Way,Lenny Kravitz,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,45Ia1U4KtIjAPPU7Wv1Sea
0.715,0.833,-5.379,0.108,0.00631,0.0,0.164,0.612,95.487,2,1,213093,4,75,1996-04-22,Return of the Mack,Mark Morrison,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,3jDdpx9PMlfMBS5tOBHFm9
0.849,0.521,-12.999,0.216,0.304,1.65e-06,0.115,0.763,95.265,11,0,248867,4,74,1994-06-07,Regulate,Warren G,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,7nYvUtkQMx1v80S2FH2s9J
0.6,0.706,-7.899,0.361,0.209,0.0,0.125,0.58,173.926,10,0,253533,4,74,1995-07-04,I Got 5 On It,Luniz,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,4IYKjN1DrYzxKXt0umJqsG
0.723,0.895,-3.707,0.102,0.088,0.0,0.0717,0.963,143.373,11,0,188667,4,74,1998-11-16,Pretty Fly (For A White Guy),The Offspring,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,3SFXsFpeGmBTtQvKiwYMDA
0.467,0.324,-10.451,0.0255,0.615,0.0248,0.118,0.166,94.301,2,1,320267,3,74,1992-10-05,Everybody Hurts,R.E.M.,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,6PypGyiu0Y2lCDBN1XZEnP
0.704,0.636,-6.029,0.0252,0.0344,0.0,0.35,0.89,111.845,9,1,193953,4,74,1996-01-01,Lovefool,The Cardigans,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,7aQjPecQdIuNd1sz3KCDhD
0.556,0.92,-4.606,0.0367,0.00271,0.00021,0.117,0.771,121.138,8,1,159227,4,74,1994-05-10,Buddy Holly,Weezer,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,3mwvKOyMmG77zZRunnxp9E
0.845,0.884,-4.506,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,6,0,257400,4,74,1997-03-04,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G.,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,4INDiWSKvqSKDEu7mh8HFz
0.897,0.611,-10.489,0.211,0.0291,0.186,0.0894,0.769,102.304,11,1,208267,4,74,1993-07-20,Insane in the Brain,Cypress Hill,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,1oTHteQbmJw15rPxPVXUTv
0.425,0.954,-3.756,0.0476,0.00414,0.0,0.0555,0.933,178.043,1,0,243160,4,74,1999,Livin' la Vida Loca,Ricky Martin,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,0Ph6L4l8dYUuXFmb71Ajnd
0.535,0.505,-8.926,0.245,0.0393,0.0,0.0923,0.495,99.935,2,0,320267,4,74,1998-08-25,Doo Wop (That Thing),Ms. Lauryn Hill,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,0uEp9E98JB5awlA084uaIg
0.555,0.698,-8.874,0.0287,0.403,0.0,0.0851,0.816,168.12,0,1,277267,4,74,1997-03-04,Truly Madly Deeply,Savage Garden,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,013AWvizllIUEC2FOBzOnh
0.801,0.948,-4.623,0.0386,0.0117,0.457,0.025,0.968,138.489,11,0,202583,4,74,1999-06-04,"Boom, Boom, Boom, Boom!!",Vengaboys,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,5N6M8yDiMV32T6Rkzh8EbW
0.621,0.901,-5.396,0.0302,0.17,0.0,0.0875,0.744,113.967,2,1,300773,4,74,1998-01-01,You Get What You Give,New Radicals,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,1Cwsd5xI8CajJz795oy4XF
0.429,0.594,-6.251,0.0277,0.156,4.95e-06,0.1,0.236,150.22,4,1,265000,4,74,1997-01-01,Angels,Robbie Williams,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,1M2nd8jNUkkwrc1dgBPTJz
0.725,0.583,-9.942,0.0427,0.3,0.000238,0.0665,0.762,79.984,1,0,218360,4,74,1999,Thank You,Dido,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,3yUcJwYu7fXAfqMj9krY6l
0.865,0.665,-6.289,0.073,0.0453,0.0,0.224,0.331,111.113,7,1,268827,4,74,1998-01-01,Changes,2Pac,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,1ofhfV90EnYhEr7Un2fWiv
0.798,0.625,-9.689,0.0548,0.00547,7.98e-05,0.103,0.858,93.764,11,1,211213,4,74,1993-12-24,All That She Wants,Ace of Base,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,6kWJvPfC4DgUpRsXKNa9z9
0.383,0.662,-5.162,0.0333,0.165,0.0,0.248,0.138,121.154,2,1,298760,4,74,1998-06-23,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,225xvV8r1yKMHErSWivnow
0.64,0.864,-6.576,0.0314,0.00832,0.0,0.123,0.701,102.026,7,1,268360,4,73,1997-04-08,Semi-Charmed Life,Third Eye Blind,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,42et6fnHCw1HIPSrdPprMl
0.956,0.795,-5.311,0.15,0.00356,0.889,0.0906,0.841,121.294,7,1,429533,4,73,1997-01-17,Around the World,Daft Punk,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,1pKYYY0dkg23sQQXi0Q5zN
0.615,0.467,-9.883,0.0327,0.314,0.0,0.099,0.177,119.919,1,1,273667,4,73,1996-03-11,"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,37i9dQZF1DXbTxeAdrVG2l,All Out 90s,28UMiBhn383n9S7GL4tsxD
0.44,0.317,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,8,1,233456,3,90,2022-06-10,Glimpse of Us,Joji,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,6xGruZOHLs39ZbVccQTuPZ
0.247,0.299,-6.083,0.0315,0.899,0.0,0.131,0.172,177.115,9,1,196520,4,90,2022-10-28,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,35ovElsgyAtQwYPYnZJECg
0.358,0.284,-8.285,0.0285,0.805,0.0,0.183,0.276,99.796,7,1,180853,3,85,2022-12-09,Nobody Gets Me,SZA,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,5Y35SjAfXjjG0sFQ3KOxmm
0.357,0.425,-7.301,0.0333,0.584,0.0,0.322,0.27,102.078,5,1,198040,3,89,2020-03-20,Heather,Conan Gray,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,4xqrdfXkTW4T0RauPLv3WA
0.663,0.319,-13.481,0.0375,0.69,0.000993,0.117,0.193,109.957,9,1,256124,4,89,2022-10-21,Snow On The Beach (feat. Lana Del Rey),Taylor Swift,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,1wtOxkiel43cVs0Yux5Q4h
0.463,0.642,-4.474,0.34,0.314,0.0,0.0686,0.339,83.389,1,1,189893,4,88,2022-04-29,WAIT FOR U (feat. Drake & Tems),Future,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,59nOXPmaKlBfGMDeOVGrIK
0.697,0.336,-10.395,0.0424,0.598,0.00528,0.107,0.31,82.029,9,1,216680,3,87,2022-04-08,Evergreen (You Didn’t Deserve Me At All),Omar Apollo,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,2TktkzfozZifbQhXjT6I33
0.38,0.339,-7.885,0.0338,0.691,0.0,0.12,0.0849,100.607,3,1,229227,4,87,2021-05-21,traitor,Olivia Rodrigo,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,5CZ40GBx1sQ9agT82CLQCT
0.472,0.518,-7.379,0.051,0.383,0.127,0.289,0.154,147.805,8,1,211667,4,90,2022-11-04,Die For You,Joji,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,26hOm7dTtBi0TdpDGl141t
0.824,0.453,-9.604,0.0968,0.146,0.0273,0.0896,0.552,119.959,3,0,181831,4,90,2022-10-28,Shirt,SZA,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,34ZAzO78a5DAVNrYIGWcPm
0.4,0.641,-6.303,0.0674,0.214,0.0,0.0656,0.393,81.552,8,1,163603,4,87,2022-08-31,How Do I Say Goodbye,Dean Lewis,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,5hnGrTBaEsdukpDF6aZg8a
0.775,0.327,-7.241,0.0557,0.841,0.0,0.0821,0.595,91.05,11,1,189486,4,85,2021-06-11,Memories,Maroon 5,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,4cktbXiXOapiLBMprHFErI
0.614,0.318,-12.695,0.0478,0.896,0.00239,0.0795,0.112,119.959,7,1,180933,4,85,2017-03-30,Bored,Billie Eilish,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,04sN26COy28wTXYj3dMoiZ
0.561,0.431,-8.81,0.0578,0.768,1.42e-05,0.106,0.137,143.875,10,1,242013,4,87,2021-05-21,drivers license,Olivia Rodrigo,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,5wANPM4fQCJwkGd4rN57mH
0.677,0.696,-6.181,0.119,0.321,0.0,0.42,0.464,90.03,0,1,198082,4,85,2021-03-19,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,4iJyoBOLtHqaGxP12qzhQI
0.362,0.54,-6.031,0.0528,0.338,0.0,0.139,0.3,78.007,10,1,216410,3,85,2022-04-29,In The Stars,Benson Boone,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,1ei3hzQmrgealgRKFxIcWn
0.507,0.294,-10.0,0.04,0.896,1.97e-05,0.0966,0.386,114.199,2,1,245964,4,84,2022-05-20,Matilda,Harry Styles,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,6uvh0In7u1Xn4HgxOfAn8O
0.737,0.802,-4.771,0.0878,0.468,0.0,0.0931,0.682,144.015,0,1,172325,4,84,2020-10-30,positions,Ariana Grande,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,35mvY5S1H3J2QZyna3TFe0
0.604,0.366,-7.519,0.0282,0.578,0.0,0.133,0.13,141.981,5,1,224695,4,84,2021-10-14,Easy On Me,Adele,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,0gplL1WMoJ6iYaPgMCL0gX
0.667,0.373,-9.389,0.05,0.785,0.0,0.0906,0.0823,124.148,4,1,169266,4,83,2020-04-17,you broke me first,Tate McRae,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,45bE4HXI0AwGZXfZtMp8JR
0.6,0.389,-5.727,0.0337,0.566,0.0,0.0826,0.244,143.577,9,1,147597,4,83,2022-11-03,My Mind & Me,Selena Gomez,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,0XER3HPMx223xWaAgNKp4Y
0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,11,1,238805,4,83,2020-06-29,Heat Waves,Glass Animals,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,6CDzDgIUqeDY5g8ujExx2f
0.567,0.267,-6.502,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,4,1,240133,4,84,2019-12-13,Falling,Harry Styles,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,1ZMiCix7XSAbfAJlEZWMCp
0.727,0.739,-3.805,0.0411,0.365,0.00137,0.161,0.533,93.005,8,1,145800,4,83,2019-08-30,love nwantiti (ah ah ah),CKay,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,2Xr1dTzJee307rmrkt8c0g
0.436,0.655,-8.37,0.0583,0.499,8.1e-06,0.688,0.412,121.002,1,0,279204,4,83,2020-12-25,Good Days,SZA,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,3YJJjQPAbDT7mGpX3WtQ9A
0.828,0.621,-6.414,0.0565,0.0164,0.00233,0.0845,0.436,128.986,8,1,186173,4,83,2021-06-25,You Right,Doja Cat,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,0k4d5YPDr1r7FX77VdqWez
0.597,0.45,-6.658,0.0418,0.223,0.0,0.382,0.537,178.765,8,1,228482,3,83,2020-05-08,Stuck with U (with Justin Bieber),Ariana Grande,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,4HBZA5flZLE435QTztThqH
0.87,0.479,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059,9,1,159124,4,82,2022-07-07,For My Hand (feat. Ed Sheeran),Burna Boy,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,0HaRLPnr887lcQM2YQzkff
0.516,0.467,-6.184,0.0302,0.662,0.0,0.0853,0.386,132.861,0,1,173307,4,82,2019-01-24,What A Time (feat. Niall Horan),Julia Michaels,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,5WtfUKzXircvW8l5aaVZWT
0.422,0.44,-5.53,0.0544,0.617,0.0,0.0837,0.332,128.934,11,1,120308,5,82,2022-09-23,this is what falling in love feels like,JVKE,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,2PWTZV5znjLtZC5T1EVJvL
0.488,0.343,-8.985,0.0436,0.556,0.0,0.21,0.0978,102.819,4,1,206459,4,81,2020-01-10,Lose You To Love Me,Selena Gomez,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,4l0Mvzj72xxOpRrp6h8nHi
0.44,0.04,-16.887,0.0322,0.981,0.465,0.111,0.249,135.965,3,1,193749,4,81,2018-10-26,Lights Are On,Tom Rosenthal,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,4IhTXiZLKATmwhMZIb1GQN
0.559,0.535,-7.723,0.039,0.719,0.000143,0.0954,0.402,141.96,3,1,202183,4,82,2022-05-20,Little Freak,Harry Styles,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,3i058E8uxTsYqJ5NWZzqSj
0.311,0.485,-5.726,0.0365,0.701,0.0,0.0726,0.225,77.355,6,0,208827,4,81,2016-10-28,Train Wreck,James Arthur,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,55Am8neGJkdj2ADaM3aw5H
0.762,0.701,-3.541,0.0286,0.235,0.000158,0.123,0.742,110.968,8,1,208867,4,81,2021-04-09,Kiss Me More (feat. SZA),Doja Cat,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,748mdHapucXQri7IAO8yFK
0.907,0.393,-7.636,0.0539,0.451,1.35e-06,0.135,0.202,104.949,4,0,205458,4,81,2021-04-02,Calling My Phone,Lil Tjay,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,3J8EOeKLTLXORtWPpOU5bE
0.431,0.34,-9.384,0.0311,0.794,0.0108,0.12,0.0529,119.877,0,1,285051,4,80,2022-12-07,Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,37i9dQZF1DX4WYpdgoIcn6,Chill Hits,5U1OEoEW4xnalSAToamwZL
